run_id,dose_cm2,energy_keV,anneal_temp_C,anneal_time_sec,xj_implant_um,xj_final_um,delta_xj_um,rsh_final_ohm_sq
703,2000000000000000.0,12.5,900,25,0.163447,0.163457,1e-05,113.419
704,2000000000000000.0,12.5,900,35,0.163447,0.163461,1.4e-05,108.089
705,2000000000000000.0,12.5,900,45,0.163447,0.163466,1.9e-05,103.983
706,2000000000000000.0,12.5,950,5,0.163447,0.163457,1e-05,105.963
707,2000000000000000.0,12.5,950,15,0.163447,0.163479,3.2e-05,88.4965
708,2000000000000000.0,12.5,950,25,0.163447,0.163502,5.5e-05,80.0094
709,2000000000000000.0,12.5,950,35,0.163447,0.163524,7.7e-05,74.5208
710,2000000000000000.0,12.5,950,45,0.163447,0.163546,9.9e-05,70.5842
711,2000000000000000.0,12.5,1000,5,0.163447,0.163496,4.9e-05,77.6281
712,2000000000000000.0,12.5,1000,15,0.163447,0.163597,0.00015,61.8754
713,2000000000000000.0,12.5,1000,25,0.163447,0.163697,0.00025,56.0166
714,2000000000000000.0,12.5,1000,35,0.163447,0.163798,0.000351,52.7784
715,2000000000000000.0,12.5,1000,45,0.163447,0.163898,0.000451,50.6793
716,2000000000000000.0,12.5,1050,5,0.163447,0.163648,0.000201,56.7695
717,2000000000000000.0,12.5,1050,15,0.163447,0.164054,0.000607,47.6921
718,2000000000000000.0,12.5,1050,25,0.163447,0.164459,0.001012,44.9402
719,2000000000000000.0,12.5,1050,35,0.163447,0.164865,0.001418,43.5219
720,2000000000000000.0,12.5,1050,45,0.163447,0.16527,0.001823,42.6339
721,2000000000000000.0,12.5,1100,5,0.163447,0.164184,0.000737,46.1757
722,2000000000000000.0,12.5,1100,15,0.163447,0.16566,0.002213,41.901
723,2000000000000000.0,12.5,1100,25,0.163447,0.167139,0.003692,40.6912
724,2000000000000000.0,12.5,1100,35,0.163447,0.168727,0.00528,40.0728
725,2000000000000000.0,12.5,1100,45,0.163447,0.171959,0.008512,39.6853
726,2500000000000000.0,12.5,900,5,0.167786,0.167787,1e-06,117.995
727,2500000000000000.0,12.5,900,15,0.167786,0.167792,6e-06,108.39
728,2500000000000000.0,12.5,900,25,0.167786,0.167796,1e-05,101.525
729,2500000000000000.0,12.5,900,35,0.167786,0.1678,1.4e-05,96.7382
730,2500000000000000.0,12.5,900,45,0.167786,0.167805,1.9e-05,93.0454
731,2500000000000000.0,12.5,950,5,0.167786,0.167796,1e-05,94.4191
732,2500000000000000.0,12.5,950,15,0.167786,0.167818,3.2e-05,78.6866
733,2500000000000000.0,12.5,950,25,0.167786,0.16784,5.4e-05,70.9108
734,2500000000000000.0,12.5,950,35,0.167786,0.167862,7.6e-05,65.816
735,2500000000000000.0,12.5,950,45,0.167786,0.167884,9.8e-05,62.1309
736,2500000000000000.0,12.5,1000,5,0.167786,0.167835,4.9e-05,68.443
737,2500000000000000.0,12.5,1000,15,0.167786,0.167934,0.000148,53.6998
738,2500000000000000.0,12.5,1000,25,0.167786,0.168034,0.000248,48.1057
739,2500000000000000.0,12.5,1000,35,0.167786,0.168134,0.000348,44.9998
740,2500000000000000.0,12.5,1000,45,0.167786,0.168233,0.000447,42.9576
741,2500000000000000.0,12.5,1050,5,0.167786,0.167986,0.0002,48.6301
742,2500000000000000.0,12.5,1050,15,0.167786,0.168387,0.000601,39.8861
743,2500000000000000.0,12.5,1050,25,0.167786,0.168788,0.001002,37.222
744,2500000000000000.0,12.5,1050,35,0.167786,0.16919,0.001404,35.8497
745,2500000000000000.0,12.5,1050,45,0.167786,0.16959,0.001804,34.9881
746,2500000000000000.0,12.5,1100,5,0.167786,0.168516,0.00073,38.2861
747,2500000000000000.0,12.5,1100,15,0.167786,0.169975,0.002189,34.1892
748,2500000000000000.0,12.5,1100,25,0.167786,0.171431,0.003645,33.0425
749,2500000000000000.0,12.5,1100,35,0.167786,0.173061,0.005275,32.4664
750,2500000000000000.0,12.5,1100,45,0.167786,0.1779,0.010114,32.1056
751,500000000000000.0,15.0,900,5,0.198898,0.198898,0.0,225.202
752,500000000000000.0,15.0,900,15,0.198898,0.198902,4e-06,213.135
753,500000000000000.0,15.0,900,25,0.198898,0.198905,7e-06,207.131
754,500000000000000.0,15.0,900,35,0.198898,0.198909,1.1e-05,203.407
755,500000000000000.0,15.0,900,45,0.198898,0.198912,1.4e-05,200.619
756,500000000000000.0,15.0,950,5,0.198898,0.198905,7e-06,202.05
757,500000000000000.0,15.0,950,15,0.198898,0.198923,2.5e-05,189.914
758,500000000000000.0,15.0,950,25,0.198898,0.198941,4.3e-05,183.974
759,500000000000000.0,15.0,950,35,0.198898,0.198959,6.1e-05,179.868
760,500000000000000.0,15.0,950,45,0.198898,0.198977,7.9e-05,176.76
761,500000000000000.0,15.0,1000,5,0.198898,0.198936,3.8e-05,183.314
762,500000000000000.0,15.0,1000,15,0.198898,0.199017,0.000119,171.034
763,500000000000000.0,15.0,1000,25,0.198898,0.199098,0.0002,165.644
764,500000000000000.0,15.0,1000,35,0.198898,0.199179,0.000281,162.388
765,500000000000000.0,15.0,1000,45,0.198898,0.19926,0.000362,160.145
766,500000000000000.0,15.0,1050,5,0.198898,0.199059,0.000161,168.154
767,500000000000000.0,15.0,1050,15,0.198898,0.199385,0.000487,158.317
768,500000000000000.0,15.0,1050,25,0.198898,0.199711,0.000813,154.703
769,500000000000000.0,15.0,1050,35,0.198898,0.200037,0.001139,152.651
770,500000000000000.0,15.0,1050,45,0.198898,0.200363,0.001465,151.259
771,500000000000000.0,15.0,1100,5,0.198898,0.19949,0.000592,157.76
772,500000000000000.0,15.0,1100,15,0.198898,0.200677,0.001779,150.989
773,500000000000000.0,15.0,1100,25,0.198898,0.201861,0.002963,148.537
774,500000000000000.0,15.0,1100,35,0.198898,0.203045,0.004147,147.061
775,500000000000000.0,15.0,1100,45,0.198898,0.204227,0.005329,146.006
776,1000000000000000.0,15.0,900,5,0.206113,0.206113,0.0,142.814
777,1000000000000000.0,15.0,900,15,0.206113,0.206117,4e-06,135.527
778,1000000000000000.0,15.0,900,25,0.206113,0.20612,7e-06,131.059
779,1000000000000000.0,15.0,900,35,0.206113,0.206123,1e-05,128.128
780,1000000000000000.0,15.0,900,45,0.206113,0.206127,1.4e-05,125.854
781,1000000000000000.0,15.0,950,5,0.206113,0.20612,7e-06,124.663
782,1000000000000000.0,15.0,950,15,0.206113,0.206138,2.5e-05,114.845
783,1000000000000000.0,15.0,950,25,0.206113,0.206155,4.2e-05,109.461
784,1000000000000000.0,15.0,950,35,0.206113,0.206173,6e-05,105.616
785,1000000000000000.0,15.0,950,45,0.206113,0.206191,7.8e-05,102.673
786,1000000000000000.0,15.0,1000,5,0.206113,0.206151,3.8e-05,107.243
787,1000000000000000.0,15.0,1000,15,0.206113,0.206231,0.000118,95.882
788,1000000000000000.0,15.0,1000,25,0.206113,0.206311,0.000198,90.9433
789,1000000000000000.0,15.0,1000,35,0.206113,0.20639,0.000277,88.0339
790,1000000000000000.0,15.0,1000,45,0.206113,0.20647,0.000357,86.0749
791,1000000000000000.0,15.0,1050,5,0.206113,0.206272,0.000159,92.069
792,1000000000000000.0,15.0,1050,15,0.206113,0.206593,0.00048,83.7375
793,1000000000000000.0,15.0,1050,25,0.206113,0.206915,0.000802,80.9257
794,1000000000000000.0,15.0,1050,35,0.206113,0.207237,0.001124,79.4019
795,1000000000000000.0,15.0,1050,45,0.206113,0.207559,0.001446,78.4091
796,1000000000000000.0,15.0,1100,5,0.206113,0.206697,0.000584,82.7072
797,1000000000000000.0,15.0,1100,15,0.206113,0.207868,0.001755,77.918
798,1000000000000000.0,15.0,1100,25,0.206113,0.209039,0.002926,76.3758
799,1000000000000000.0,15.0,1100,35,0.206113,0.210209,0.004096,75.5215
800,1000000000000000.0,15.0,1100,45,0.206113,0.211378,0.005265,74.9475
801,1500000000000000.0,15.0,900,5,0.206984,0.206984,0.0,113.094
802,1500000000000000.0,15.0,900,15,0.206984,0.206987,3e-06,107.793
803,1500000000000000.0,15.0,900,25,0.206984,0.206991,7e-06,103.993
804,1500000000000000.0,15.0,900,35,0.206984,0.206994,1e-05,101.436
805,1500000000000000.0,15.0,900,45,0.206984,0.206998,1.4e-05,99.4388
806,1500000000000000.0,15.0,950,5,0.206984,0.206991,7e-06,97.5828
807,1500000000000000.0,15.0,950,15,0.206984,0.207008,2.4e-05,88.9761
808,1500000000000000.0,15.0,950,25,0.206984,0.207026,4.2e-05,84.0718
809,1500000000000000.0,15.0,950,35,0.206984,0.207043,5.9e-05,80.493
810,1500000000000000.0,15.0,950,45,0.206984,0.207061,7.7e-05,77.7202
811,1500000000000000.0,15.0,1000,5,0.206984,0.207022,3.8e-05,81.4188
812,1500000000000000.0,15.0,1000,15,0.206984,0.207101,0.000117,70.713
813,1500000000000000.0,15.0,1000,25,0.206984,0.20718,0.000196,65.9676
814,1500000000000000.0,15.0,1000,35,0.206984,0.207259,0.000275,63.1664
815,1500000000000000.0,15.0,1000,45,0.206984,0.207338,0.000354,61.2827
816,1500000000000000.0,15.0,1050,5,0.206984,0.207141,0.000157,66.5388
817,1500000000000000.0,15.0,1050,15,0.206984,0.207461,0.000477,58.6591
818,1500000000000000.0,15.0,1050,25,0.206984,0.20778,0.000796,56.0619
819,1500000000000000.0,15.0,1050,35,0.206984,0.208099,0.001115,54.6799
820,1500000000000000.0,15.0,1050,45,0.206984,0.208418,0.001434,53.7908
821,1500000000000000.0,15.0,1100,5,0.206984,0.207563,0.000579,57.3715
822,1500000000000000.0,15.0,1100,15,0.206984,0.208725,0.001741,53.1515
823,1500000000000000.0,15.0,1100,25,0.206984,0.209886,0.002902,51.8737
824,1500000000000000.0,15.0,1100,35,0.206984,0.211047,0.004063,51.1904
825,1500000000000000.0,15.0,1100,45,0.206984,0.212208,0.005224,50.7519
826,2000000000000000.0,15.0,900,5,0.204001,0.204001,0.0,97.1039
827,2000000000000000.0,15.0,900,15,0.204001,0.204005,4e-06,92.9437
828,2000000000000000.0,15.0,900,25,0.204001,0.204008,7e-06,89.5529
829,2000000000000000.0,15.0,900,35,0.204001,0.204011,1e-05,87.2213
830,2000000000000000.0,15.0,900,45,0.204001,0.204015,1.4e-05,85.4002
831,2000000000000000.0,15.0,950,5,0.204001,0.204008,7e-06,83.3145
832,2000000000000000.0,15.0,950,15,0.204001,0.204025,2.4e-05,75.4928
833,2000000000000000.0,15.0,950,25,0.204001,0.204043,4.2e-05,70.9719
834,2000000000000000.0,15.0,950,35,0.204001,0.20406,5.9e-05,67.6265
835,2000000000000000.0,15.0,950,45,0.204001,0.204078,7.7e-05,65.0098
836,2000000000000000.0,15.0,1000,5,0.204001,0.204038,3.7e-05,68.1852
837,2000000000000000.0,15.0,1000,15,0.204001,0.204117,0.000116,58.0589
838,2000000000000000.0,15.0,1000,25,0.204001,0.204196,0.000195,53.4779
839,2000000000000000.0,15.0,1000,35,0.204001,0.204274,0.000273,50.7571
840,2000000000000000.0,15.0,1000,45,0.204001,0.204353,0.000352,48.9207
841,2000000000000000.0,15.0,1050,5,0.204001,0.204158,0.000157,53.7629
842,2000000000000000.0,15.0,1050,15,0.204001,0.204475,0.000474,46.1557
843,2000000000000000.0,15.0,1050,25,0.204001,0.204792,0.000791,43.6311
844,2000000000000000.0,15.0,1050,35,0.204001,0.205109,0.001108,42.2948
845,2000000000000000.0,15.0,1050,45,0.204001,0.205425,0.001424,41.4498
846,2000000000000000.0,15.0,1100,5,0.204001,0.204576,0.000575,44.7054
847,2000000000000000.0,15.0,1100,15,0.204001,0.205731,0.00173,40.7255
848,2000000000000000.0,15.0,1100,25,0.204001,0.206884,0.002883,39.5509
849,2000000000000000.0,15.0,1100,35,0.204001,0.208038,0.004037,38.9431
850,2000000000000000.0,15.0,1100,45,0.204001,0.209197,0.005196,38.5539
851,2500000000000000.0,15.0,900,5,0.210834,0.210834,0.0,85.5229
852,2500000000000000.0,15.0,900,15,0.210834,0.210837,3e-06,82.2667
853,2500000000000000.0,15.0,900,25,0.210834,0.210841,7e-06,79.2757
854,2500000000000000.0,15.0,900,35,0.210834,0.210844,1e-05,77.169
855,2500000000000000.0,15.0,900,45,0.210834,0.210847,1.3e-05,75.5253
856,2500000000000000.0,15.0,950,5,0.210834,0.210841,7e-06,73.3562
857,2500000000000000.0,15.0,950,15,0.210834,0.210858,2.4e-05,66.3183
858,2500000000000000.0,15.0,950,25,0.210834,0.210875,4.1e-05,62.2515
859,2500000000000000.0,15.0,950,35,0.210834,0.210892,5.8e-05,59.2067
860,2500000000000000.0,15.0,950,45,0.210834,0.210909,7.5e-05,56.7999
861,2500000000000000.0,15.0,1000,5,0.210834,0.21087,3.6e-05,59.4531
862,2500000000000000.0,15.0,1000,15,0.210834,0.210948,0.000114,50.1174
863,2500000000000000.0,15.0,1000,25,0.210834,0.211025,0.000191,45.779
864,2500000000000000.0,15.0,1000,35,0.210834,0.211102,0.000268,43.1721
865,2500000000000000.0,15.0,1000,45,0.210834,0.211179,0.000345,41.4099
866,2500000000000000.0,15.0,1050,5,0.210834,0.210987,0.000153,45.8714
867,2500000000000000.0,15.0,1050,15,0.210834,0.211298,0.000464,38.5661
868,2500000000000000.0,15.0,1050,25,0.210834,0.21161,0.000776,36.1071
869,2500000000000000.0,15.0,1050,35,0.210834,0.211921,0.001087,34.8006
870,2500000000000000.0,15.0,1050,45,0.210834,0.212232,0.001398,33.9648
871,2500000000000000.0,15.0,1100,5,0.210834,0.211398,0.000564,37.0233
872,2500000000000000.0,15.0,1100,15,0.210834,0.212532,0.001698,33.1685
873,2500000000000000.0,15.0,1100,25,0.210834,0.213664,0.00283,32.031
874,2500000000000000.0,15.0,1100,35,0.210834,0.214797,0.003963,31.443
875,2500000000000000.0,15.0,1100,45,0.210834,0.215937,0.005103,31.0745
876,500000000000000.0,17.5,900,5,0.216219,0.216219,0.0,197.266
877,500000000000000.0,17.5,900,15,0.216219,0.216222,3e-06,185.714
878,500000000000000.0,17.5,900,25,0.216219,0.216225,6e-06,183.5
879,500000000000000.0,17.5,900,35,0.216219,0.216229,1e-05,182.263
880,500000000000000.0,17.5,900,45,0.216219,0.216232,1.3e-05,181.377
881,500000000000000.0,17.5,950,5,0.216219,0.216225,6e-06,178.791
882,500000000000000.0,17.5,950,15,0.216219,0.216242,2.3e-05,174.882
883,500000000000000.0,17.5,950,25,0.216219,0.216258,3.9e-05,172.554
884,500000000000000.0,17.5,950,35,0.216219,0.216274,5.5e-05,170.536
885,500000000000000.0,17.5,950,45,0.216219,0.216291,7.2e-05,168.791
886,500000000000000.0,17.5,1000,5,0.216219,0.216254,3.5e-05,170.835
887,500000000000000.0,17.5,1000,15,0.216219,0.216328,0.000109,164.604
888,500000000000000.0,17.5,1000,25,0.216219,0.216401,0.000182,160.905
889,500000000000000.0,17.5,1000,35,0.216219,0.216475,0.000256,158.432
890,500000000000000.0,17.5,1000,45,0.216219,0.216549,0.00033,156.63
891,500000000000000.0,17.5,1050,5,0.216219,0.216365,0.000146,162.378
892,500000000000000.0,17.5,1050,15,0.216219,0.216663,0.000444,155.02
893,500000000000000.0,17.5,1050,25,0.216219,0.21696,0.000741,151.927
894,500000000000000.0,17.5,1050,35,0.216219,0.217258,0.001039,150.089
895,500000000000000.0,17.5,1050,45,0.216219,0.217555,0.001336,148.818
896,500000000000000.0,17.5,1100,5,0.216219,0.216758,0.000539,154.482
897,500000000000000.0,17.5,1100,15,0.216219,0.217841,0.001622,148.545
898,500000000000000.0,17.5,1100,25,0.216219,0.218923,0.002704,146.26
899,500000000000000.0,17.5,1100,35,0.216219,0.220004,0.003785,144.862
900,500000000000000.0,17.5,1100,45,0.216219,0.221085,0.004866,143.849
901,1000000000000000.0,17.5,900,5,0.224761,0.224761,0.0,123.0
902,1000000000000000.0,17.5,900,15,0.224761,0.224765,4e-06,114.567
903,1000000000000000.0,17.5,900,25,0.224761,0.224768,7e-06,112.902
904,1000000000000000.0,17.5,900,35,0.224761,0.224771,1e-05,111.849
905,1000000000000000.0,17.5,900,45,0.224761,0.224774,1.3e-05,111.027
906,1000000000000000.0,17.5,950,5,0.224761,0.224768,7e-06,107.069
907,1000000000000000.0,17.5,950,15,0.224761,0.224784,2.3e-05,103.628
908,1000000000000000.0,17.5,950,25,0.224761,0.2248,3.9e-05,101.136
909,1000000000000000.0,17.5,950,35,0.224761,0.224816,5.5e-05,98.9818
910,1000000000000000.0,17.5,950,45,0.224761,0.224832,7.1e-05,97.145
911,1000000000000000.0,17.5,1000,5,0.224761,0.224796,3.5e-05,98.45
912,1000000000000000.0,17.5,1000,15,0.224761,0.224869,0.000108,91.8244
913,1000000000000000.0,17.5,1000,25,0.224761,0.224941,0.00018,88.1579
914,1000000000000000.0,17.5,1000,35,0.224761,0.225014,0.000253,85.8135
915,1000000000000000.0,17.5,1000,45,0.224761,0.225087,0.000326,84.1619
916,1000000000000000.0,17.5,1050,5,0.224761,0.224906,0.000145,88.7036
917,1000000000000000.0,17.5,1050,15,0.224761,0.225199,0.000438,82.0368
918,1000000000000000.0,17.5,1050,25,0.224761,0.225493,0.000732,79.5244
919,1000000000000000.0,17.5,1050,35,0.224761,0.225786,0.001025,78.1171
920,1000000000000000.0,17.5,1050,45,0.224761,0.226079,0.001318,77.1845
921,1000000000000000.0,17.5,1100,5,0.224761,0.225293,0.000532,81.0653
922,1000000000000000.0,17.5,1100,15,0.224761,0.226362,0.001601,76.6978
923,1000000000000000.0,17.5,1100,25,0.224761,0.227429,0.002668,75.223
924,1000000000000000.0,17.5,1100,35,0.224761,0.228496,0.003735,74.3961
925,1000000000000000.0,17.5,1100,45,0.224761,0.229562,0.004801,73.8333
926,1500000000000000.0,17.5,900,5,0.226121,0.226121,0.0,97.0507
927,1500000000000000.0,17.5,900,15,0.226121,0.226124,3e-06,89.7586
928,1500000000000000.0,17.5,900,25,0.226121,0.226127,6e-06,88.3147
929,1500000000000000.0,17.5,900,35,0.226121,0.22613,9e-06,87.3379
930,1500000000000000.0,17.5,900,45,0.226121,0.226133,1.2e-05,86.5635
931,1500000000000000.0,17.5,950,5,0.226121,0.226127,6e-06,82.4783
932,1500000000000000.0,17.5,950,15,0.226121,0.226143,2.2e-05,79.2652
933,1500000000000000.0,17.5,950,25,0.226121,0.226159,3.8e-05,76.8695
934,1500000000000000.0,17.5,950,35,0.226121,0.226175,5.4e-05,74.7858
935,1500000000000000.0,17.5,950,45,0.226121,0.226191,7e-05,73.0003
936,1500000000000000.0,17.5,1000,5,0.226121,0.226155,3.4e-05,73.9192
937,1500000000000000.0,17.5,1000,15,0.226121,0.226227,0.000106,67.3884
938,1500000000000000.0,17.5,1000,25,0.226121,0.226299,0.000178,63.7749
939,1500000000000000.0,17.5,1000,35,0.226121,0.226371,0.00025,61.4735
940,1500000000000000.0,17.5,1000,45,0.226121,0.226444,0.000323,59.8597
941,1500000000000000.0,17.5,1050,5,0.226121,0.226264,0.000143,63.9014
942,1500000000000000.0,17.5,1050,15,0.226121,0.226555,0.000434,57.4468
943,1500000000000000.0,17.5,1050,25,0.226121,0.226846,0.000725,55.0942
944,1500000000000000.0,17.5,1050,35,0.226121,0.227136,0.001015,53.7975
945,1500000000000000.0,17.5,1050,45,0.226121,0.227427,0.001306,52.9592
946,1500000000000000.0,17.5,1100,5,0.226121,0.226648,0.000527,56.2307
947,1500000000000000.0,17.5,1100,15,0.226121,0.227707,0.001586,52.3303
948,1500000000000000.0,17.5,1100,25,0.226121,0.228765,0.002644,51.0917
949,1500000000000000.0,17.5,1100,35,0.226121,0.229822,0.003701,50.4231
950,1500000000000000.0,17.5,1100,45,0.226121,0.230879,0.004758,49.9837
951,2000000000000000.0,17.5,900,5,0.223166,0.223165,-1e-06,83.3009
952,2000000000000000.0,17.5,900,15,0.223166,0.223169,3e-06,76.7983
953,2000000000000000.0,17.5,900,25,0.223166,0.223172,6e-06,75.3494
954,2000000000000000.0,17.5,900,35,0.223166,0.223175,9e-06,74.4288
955,2000000000000000.0,17.5,900,45,0.223166,0.223178,1.2e-05,73.6946
956,2000000000000000.0,17.5,950,5,0.223166,0.223172,6e-06,69.6854
957,2000000000000000.0,17.5,950,15,0.223166,0.223187,2.1e-05,66.6586
958,2000000000000000.0,17.5,950,25,0.223166,0.223203,3.7e-05,64.4002
959,2000000000000000.0,17.5,950,35,0.223166,0.223219,5.3e-05,62.4232
960,2000000000000000.0,17.5,950,45,0.223166,0.223235,6.9e-05,60.7187
961,2000000000000000.0,17.5,1000,5,0.223166,0.223199,3.3e-05,61.3946
962,2000000000000000.0,17.5,1000,15,0.223166,0.223271,0.000105,55.0992
963,2000000000000000.0,17.5,1000,25,0.223166,0.223342,0.000176,51.5734
964,2000000000000000.0,17.5,1000,35,0.223166,0.223414,0.000248,49.3187
965,2000000000000000.0,17.5,1000,45,0.223166,0.223486,0.00032,47.7339
966,2000000000000000.0,17.5,1050,5,0.223166,0.223308,0.000142,51.4761
967,2000000000000000.0,17.5,1050,15,0.223166,0.223596,0.00043,45.1619
968,2000000000000000.0,17.5,1050,25,0.223166,0.223885,0.000719,42.8701
969,2000000000000000.0,17.5,1050,35,0.223166,0.224173,0.001007,41.6209
970,2000000000000000.0,17.5,1050,45,0.223166,0.224462,0.001296,40.8105
971,2000000000000000.0,17.5,1100,5,0.223166,0.223689,0.000523,43.7932
972,2000000000000000.0,17.5,1100,15,0.223166,0.22474,0.001574,40.0974
973,2000000000000000.0,17.5,1100,25,0.223166,0.22579,0.002624,38.9553
974,2000000000000000.0,17.5,1100,35,0.223166,0.226839,0.003673,38.3555
975,2000000000000000.0,17.5,1100,45,0.223166,0.227889,0.004723,37.9694
976,2500000000000000.0,17.5,900,5,0.230179,0.230178,-1e-06,73.5941
977,2500000000000000.0,17.5,900,15,0.230179,0.230181,2e-06,67.998
978,2500000000000000.0,17.5,900,25,0.230179,0.230184,5e-06,66.4661
979,2500000000000000.0,17.5,900,35,0.230179,0.230187,8e-06,65.5971
980,2500000000000000.0,17.5,900,45,0.230179,0.230191,1.2e-05,64.9033
981,2500000000000000.0,17.5,950,5,0.230179,0.230184,5e-06,61.0959
982,2500000000000000.0,17.5,950,15,0.230179,0.2302,2.1e-05,58.2504
983,2500000000000000.0,17.5,950,25,0.230179,0.230216,3.7e-05,56.1915
984,2500000000000000.0,17.5,950,35,0.230179,0.230231,5.2e-05,54.3845
985,2500000000000000.0,17.5,950,45,0.230179,0.230247,6.8e-05,52.8144
986,2500000000000000.0,17.5,1000,5,0.230179,0.230212,3.3e-05,53.2305
987,2500000000000000.0,17.5,1000,15,0.230179,0.230282,0.000103,47.391
988,2500000000000000.0,17.5,1000,25,0.230179,0.230353,0.000174,44.0496
989,2500000000000000.0,17.5,1000,35,0.230179,0.230423,0.000244,41.89
990,2500000000000000.0,17.5,1000,45,0.230179,0.230493,0.000314,40.3618
991,2500000000000000.0,17.5,1050,5,0.230179,0.230318,0.000139,43.7971
992,2500000000000000.0,17.5,1050,15,0.230179,0.230602,0.000423,37.7412
993,2500000000000000.0,17.5,1050,25,0.230179,0.230886,0.000707,35.5067
994,2500000000000000.0,17.5,1050,35,0.230179,0.23117,0.000991,34.291
995,2500000000000000.0,17.5,1050,45,0.230179,0.231454,0.001275,33.5033
996,2500000000000000.0,17.5,1100,5,0.230179,0.230693,0.000514,36.2758
997,2500000000000000.0,17.5,1100,15,0.230179,0.231727,0.001548,32.7239
998,2500000000000000.0,17.5,1100,25,0.230179,0.232761,0.002582,31.6385
999,2500000000000000.0,17.5,1100,35,0.230179,0.233794,0.003615,31.0745
1000,2500000000000000.0,17.5,1100,45,0.230179,0.234829,0.00465,30.7157
